,datum,station_code,aspect,elevation,avalancheDay1,max_height,TSS_mod,prop_base_3_diff,ILWR_daily,RH_daily,ISWR_diff_daily,prop_base_1_diff,prop_wet_2_diff,prop_wet_3_diff,max_height_3_diff,lowest_2_diff,mean_lwc_3_diff,ISWR_h,mean_lwc_1_diff,max_lwc_lowest_1_diff,lowest_1_diff,OLWR,max_lwc_1_diff,sum_up_1_diff,S5,TA_daily,sum_base_1_diff,sum_up,Qs,ISWR_daily,max_lwc_2_diff,max_lwc_lowest_2_diff,max_lwc_3_diff,OLWR_daily,sum_base_3_diff,Ql,max_height_1_diff,sum_base,Qw_daily,prop_up,water_2_diff,prop_up_2_diff,MS_Sublimation,prop_wet_1_diff,sum_up_2_diff,prop_wet,RH,prop_base_2_diff,TA,lowest,std_lwc_1_diff,max_lwc,std_lwc_2_diff,prop_up_3_diff,MS_Snow_daily,prop_up_1_diff,lowest_3_diff,ISWR_dir,TSS_mod_daily,S5_daily,max_lwc_lowest,MS_Sublimation_daily,std_lwc_3_diff,LWR_net,max_height_2_diff,mean_lwc_2_diff,pAlbedo,sum_up_3_diff,max_lwc_lowest_3_diff,std_lwc,ILWR,water_3_diff,Ql_daily,water,ISWR_dir_daily,zS4_daily,ISWR_h_daily,mean_lwc,prop_base,ISWR_diff,SWE_daily,zSs_daily,HS_mod_daily,water_1_diff,sum_base_2_diff,MS_Rain_daily,MS_Rain,profile_time
1043,2004-04-28,FIR2,4,2111.0,0,50.57,0.0,0.0,285.657875,55.125,63.939875,0.0,0.0,0.0,-12.089999999999995,-7.079999999999997,-0.0053030303030294785,911.701,0.001666666666665595,-0.4299999999999997,-3.61,309.3520000000001,0.5,-4.5,1.242,5.025,0.10000000000000142,34.9,55.56800000000001,288.5595,-0.5,0.0,0.2999999999999998,306.68499999999995,0.0,-26.816,-3.61,52.0,108.40825,1.0,-10.600000000000009,0.0,0.0,0.0,-0.7000000000000028,1.0,44.0,0.0,7.0,49.1,-0.01599421238689414,7.1,-0.048493899563002985,0.0,0.0,0.0,-12.089999999999995,1027.604,-0.604625,1.149875,0.0,0.0005,0.0179603366472878,-35.829,-7.079999999999997,0.01854838709677331,0.601,2.299999999999997,0.0,0.8266957880175305,279.098,-18.8,-9.495,104.3,224.6195,42.24900000000001,351.691375,3.725,1.0,134.02,262.23725,42.24900000000001,51.30975,-7.400000000000006,0.0,0.01775,0.0,15:00:00
1044,2003-12-25,FIR2,4,2111.0,0,68.88,0.0,0.0,202.319125,39.625,13.42775,0.0,0.16942508710801388,0.16942508710801388,0.5099999999999909,10.22,0.43333333333333335,248.668,0.4272727272727273,-3.049999999999997,5.200000000000003,309.3520000000001,7.4,14.1,0.159,1.375,0.0,14.3,9.255,102.37425,7.5,0.0,7.5,270.97562500000004,0.0,-16.557000000000002,-3.530000000000001,0.0,21.386125,0.8365591397849461,14.3,0.8365591397849461,0.0,0.1147365081824512,14.3,0.16942508710801388,47.0,0.0,2.9,10.22,1.3870336244378918,7.5,1.4112642086677698,0.8365591397849461,0.0,0.5344996432174409,10.22,524.427,-9.004125,0.019875,0.0,-0.001125,1.4112642086677698,-79.113,-6.790000000000006,0.43333333333333335,0.762,14.3,0.0,1.4112642086677698,234.932,14.3,0.040250000000000334,14.3,88.94625,39.904,79.879875,0.43333333333333335,0.0,36.554,160.756,39.904,69.50049999999999,14.1,0.0,0.033375,0.267,15:00:00
1045,2003-12-07,FIR2,4,2111.0,0,13.44,0.0,0.0,208.729875,53.75,15.05925,0.0,0.0,0.0,-1.3600000000000012,-0.870000000000001,-1.025,261.832,-1.3999999999999997,0.7699999999999996,-0.33999999999999986,309.3520000000001,-1.5999999999999996,-11.199999999999996,0.873,-1.5874999999999997,-11.199999999999996,22.5,0.7070000000000001,119.23975000000002,-1.5999999999999996,0.7699999999999996,-1.0999999999999996,277.06975,-8.2,-6.84,-0.33999999999999986,22.5,36.652875,1.0,-12.4,0.0,0.0,0.0,-12.4,1.0,28.0,0.0,0.9,11.97,-0.17965852769638735,5.2,0.09341373916860052,0.0,0.0,0.0,-1.3600000000000012,577.552,-7.5626250000000015,0.16875,0.7699999999999996,-0.0001250000000000001,0.018768467967680055,-70.497,-0.870000000000001,-1.5499999999999998,0.6779999999999999,-8.2,0.7699999999999996,1.8742141210194128,243.724,-8.2,0.04524999999999979,22.5,104.180625,13.4465,91.89025,2.8125,1.0,38.489,52.351000000000006,13.4465,13.4465,-11.200000000000005,-12.4,0.0,0.0,15:00:00
1046,2004-03-20,FIR2,4,2111.0,1,100.82,0.0,0.0,304.6880000000001,69.125,89.861875,0.0,1.1102230246251563e-16,0.0,-8.030000000000001,-3.220000000000013,0.09852016278209376,62.997,0.01568627450980431,-0.3200000000000074,0.7599999999999909,309.3520000000001,0.7999999999999998,-2.9000000000000057,1.245,3.225,0.0,36.9,4.6160000000000005,147.31799999999996,0.9000000000000004,0.0,1.0,307.99099999999993,0.0,0.621,0.7599999999999909,52.90000000000001,37.22062500000001,1.0,-1.799999999999983,0.0,0.0,0.0,1.8999999999999984,1.0,77.0,0.0,4.3,99.35,0.044132206174523625,7.5,0.10384730880687244,0.0,0.21025,0.0,-8.030000000000001,95.294,-0.3045,1.146375,0.0,0.0,0.2295483204652977,-11.507,-3.220000000000013,0.03770739064856743,0.738,11.8,0.0,0.6690525932608136,303.916,-2.299999999999983,-10.796125,191.8,57.456125,92.374875,128.93275,3.7607843137254884,1.0,42.511,496.063875,92.374875,103.4565,0.8000000000000114,0.0,0.158875,0.024,18:00:00
1047,2004-02-26,FIR2,4,2111.0,0,120.07,-19.467,0.0,217.187375,86.375,70.571875,0.0,-0.09335382146866243,-0.2218989722224568,7.299999999999998,-1.6200000000000043,-0.6241666666666661,0.0,-0.058797814207649964,-0.35999999999999943,-0.4000000000000057,230.151,0.0,0.0,0.451,-9.6125,-0.10000000000000142,0.0,26.091,106.617,0.0,-1.5300000000000011,0.0,250.8735,-0.19999999999999574,7.455,-0.4000000000000057,54.00000000000002,10.87825,0.0,-13.899999999999993,0.0,0.003,0.001765253714061221,0.0,0.4566502873323894,91.0,0.0,-9.8,118.6,-0.0022982940032767467,3.7,0.05258967825977523,-1.0,0.255125,0.0,7.299999999999998,0.0,-14.0545,0.43375,84.06,0.0012499999999999998,0.1253656924357407,-49.224,-1.6200000000000043,-0.20306010928961693,0.897,-14.2,7.430000000000009,1.7254296116135168,184.615,-28.89999999999999,2.609875,90.8,36.045,108.167125,103.572875,1.513333333333334,1.0,0.0,533.6671249999998,108.167125,120.97225,-5.099999999999994,-0.10000000000000142,0.0,0.0,0:00:00
1048,2010-04-13,FIR2,4,2111.0,0,48.67,0.0,0.0,220.36550000000003,63.1125,75.57062499999998,0.0,0.0,0.0,-4.719999999999999,-3.020000000000003,-0.10145888594164454,279.53,-0.0486263736263739,0.3400000000000034,-2.039999999999999,309.3520000000001,-0.09999999999999963,-7.400000000000006,1.329,-4.0375,-0.8999999999999986,55.4,-7.934,161.265125,0.20000000000000012,0.3400000000000034,0.20000000000000012,275.35275,-1.7999999999999972,-27.217,-2.039999999999999,48.0,51.97875,1.0,-14.399999999999993,0.0,0.0,0.0,-4.299999999999997,1.0,53.5,0.0,-2.0,47.4,-0.2425676458293629,6.5,0.03921258665886118,0.0,0.0,0.0,-4.710000000000001,11.43,-7.9696250000000015,0.945375,0.3400000000000034,0.00025,0.19943483629580827,-19.817,-3.030000000000001,-0.2200549450549456,0.72,-5.299999999999997,-0.07000000000000027,0.8337957691277792,295.437,-15.299999999999995,-4.226875,107.1,85.69449999999998,38.89425,270.91350000000006,4.119230769230769,1.0,271.144,209.98775,38.89425,49.22225,-9.599999999999994,-1.7999999999999972,0.0,0.0,15:00:00
1049,2010-01-20,FIR2,4,2111.0,0,81.19,-7.67,0.0,220.96025,44.0125,21.859625,0.0,0.0,0.0,-0.730000000000004,0.0,0.0,238.047,-0.006818181818181821,-3.5799999999999983,-6.939999999999998,276.043,-0.1,-0.30000000000000004,0.0,-2.925,0.0,0.0,4.7,87.771625,0.0,0.0,0.0,260.0835,0.0,-1.587,-0.20000000000000284,0.0,10.749125,0.0,0.0,0.0,-0.001,-0.06757586927140928,0.0,0.0,43.2,0.0,-1.8,0.0,-0.02549717059293527,0.0,0.0,0.0,0.0,-0.4008746355685132,0.0,301.918,-11.73925,0.0,0.0,-0.000375,0.0,-40.92,-0.6099999999999994,0.0,0.8859999999999999,0.0,0.0,0.0,239.915,0.0,-0.565,0.0,65.912125,46.02975,93.369125,0.0,0.0,86.84,234.608375,46.02975,81.218125,-0.30000000000000004,0.0,0.0,0.0,15:00:00
1050,2009-12-11,FIR2,4,2111.0,0,54.83,-4.882,0.0,271.84325,93.1125,30.881375,0.0,0.10906438081342323,-0.050888225821647766,-4.25,8.420000000000002,-1.0325670498084292,0.0,0.2777777777777778,8.420000000000002,8.420000000000002,287.821,4.1,7.5,0.078,-6.487499999999999,0.0,7.5,2.314,34.372875,4.1,8.420000000000002,-2.9000000000000004,281.338125,0.0,-6.608,-0.9299999999999996,0.0,5.7707500000000005,0.4046008119079835,7.5,0.4046008119079835,-0.002,0.10906438081342323,7.5,0.10906438081342323,82.2,0.0,-4.3,8.420000000000002,0.903554235455878,4.1,0.903554235455878,-0.26089214583849524,0.253,0.4046008119079835,0.7700000000000031,0.0,-6.439625,0.011375,8.420000000000002,-0.0005,-1.711695660769038,-42.337,-1.7199999999999989,0.2777777777777778,0.838,-30.5,8.420000000000002,0.903554235455878,250.487,-30.5,-1.0825,7.5,3.4915000000000003,37.963375,35.00625,0.2777777777777778,0.0,0.0,160.32825,37.963375,55.729125,7.5,0.0,0.0,0.0,0:00:00
1051,2010-04-16,FIR2,4,2111.0,0,44.95,0.0,0.0,267.112375,69.675,72.81675,0.0,0.0,0.0,-3.719999999999999,-2.5899999999999963,0.15160256410256426,810.7239999999998,0.22916666666666696,0.5900000000000034,-1.5,309.3520000000001,1.2999999999999998,9.0,1.351,-0.8625,0.0,53.4,3.329,277.27337500000004,1.0,0.12000000000000455,1.0999999999999996,291.30925,1.1000000000000014,-3.564,-1.5,49.1,81.714875,1.0,3.5,0.0,0.0,0.0,2.299999999999997,1.0,70.3,0.0,2.1,43.68,0.3618209744295732,7.6,0.01471787951443271,0.0,0.0,0.0,-3.719999999999999,936.63,-4.192375,1.1045,0.5900000000000034,0.00025,0.261045560121297,-5.942,-2.5899999999999963,0.3108333333333331,0.63,-2.0,0.25,1.0948413292490762,309.594,-4.599999999999994,-1.7226250000000003,102.5,204.45662500000003,35.92100000000001,301.222125,4.270833333333333,1.0,119.176,203.583875,35.92100000000001,46.37975,5.5,4.799999999999997,0.0,0.0,15:00:00
1052,2010-03-19,FIR2,4,2111.0,1,109.24,0.0,0.0,252.557875,30.9875,43.9275,0.0,0.36669315830792415,0.5312156719150494,-26.33,36.98999999999999,2.616666666666668,31.111,0.8784313725490203,40.540000000000006,24.889999999999993,309.3520000000001,-0.7000000000000002,-7.500000000000013,0.807,3.7375,0.0,59.49999999999999,24.884,196.3545,-1.0999999999999996,32.879999999999995,5.2,295.66799999999995,0.0,-38.357,-6.420000000000003,0.0,71.17575,1.0,75.10000000000002,0.0,0.0,0.2593844424493741,-7.6000000000000085,0.5312156719150494,41.1,0.0,3.7,54.92,-0.10775029327711304,5.2,0.08503472668736789,1.0,0.0,0.0,54.92,5.092,-3.1191249999999995,0.426125,41.58,-0.002875,2.3436294225104146,-129.80100000000002,-12.02000000000001,1.4791666666666676,0.731,59.49999999999999,41.58,2.3436294225104146,183.211,157.00000000000003,-14.450999999999999,157.00000000000003,152.426875,42.455375,226.873375,2.616666666666668,0.0,30.016,381.055,42.455375,112.89875,38.800000000000026,0.0,0.0,0.0,18:00:00
1053,2009-12-18,FIR2,4,2111.0,0,60.21,-14.303,0.0,225.054375,79.26249999999997,28.591625,0.0,0.0,0.0,-0.6000000000000014,0.0,0.0,132.222,0.0,0.0,0.0,249.473,0.0,0.0,0.0,-13.1375,0.0,0.0,2.419,59.42575000000001,0.0,0.0,0.0,240.8905,0.0,-0.84,-0.1599999999999966,0.0,5.942625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.862,-16.652375,0.0,0.0,0.000125,0.0,-24.892,-0.3299999999999983,0.0,0.9,0.0,0.0,0.0,229.158,0.0,0.948,0.0,30.834,39.733375,58.88875,0.0,0.0,80.497,167.462875,39.733375,60.237125000000006,0.0,0.0,0.0,0.0,15:00:00
1054,2009-12-16,FIR2,4,2111.0,0,60.54,-14.769,0.0,178.91424999999995,46.6375,14.552,0.0,0.0,0.0,-1.1700000000000017,0.0,0.0,252.804,0.0,0.0,0.0,247.678,0.0,0.0,0.0,-11.2125,0.0,0.0,10.337,112.281,0.0,0.0,0.0,221.66350000000008,0.0,-2.049,-0.2700000000000031,0.0,11.845875,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,50.8,0.0,-9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.245,-21.94375,0.0,0.0,0.000375,0.0,-55.901,-0.7000000000000028,0.0,0.9,0.0,0.0,0.0,195.686,0.0,0.7852500000000001,0.0,97.729,40.072125,87.7805,0.0,0.0,37.162,167.3755,40.072125,60.59162499999999,0.0,0.0,0.0,0.0,15:00:00
1055,2010-04-14,FIR2,4,2111.0,0,47.03,0.0,0.0,255.01400000000004,79.8625,73.69850000000002,0.0,0.0,-1.1102230246251563e-16,-4.1400000000000015,-2.7899999999999987,0.2432857142857148,46.833,0.7424615384615376,-40.85,-1.4200000000000017,309.3520000000001,2.3000000000000003,14.100000000000017,1.33,-3.7125,1.1999999999999955,49.90000000000001,-6.979,157.549125,-0.09999999999999963,-0.18999999999999773,1.7000000000000002,289.22799999999995,-0.6999999999999957,-7.349,-1.4200000000000017,49.1,47.585,1.0,-18.69999999999999,0.0,0.0,0.0068111455108359475,-13.899999999999983,1.0,95.4,0.0,-3.3,45.76,-0.06094608345548903,6.2,-0.07435459686954826,0.0,0.0,0.0,-4.130000000000003,3.726,-4.684875,0.93625,0.38000000000000256,0.000625,0.09806223864910113,-14.681,-2.7899999999999987,-0.2281428571428563,0.75,-0.5000000000000071,-2.289999999999999,0.7480418883101847,300.678,-5.500000000000013,-3.656125,102.6,83.850625,38.62387500000001,259.648375,4.104,1.0,45.841,209.777375,38.62387500000001,47.955125,15.199999999999989,-0.5999999999999943,0.0,0.0,18:00:00
1056,2011-12-06,FIR2,4,2111.0,0,10.83,-8.26,0.1680517082179132,281.8715,91.3125,28.782375,-0.8319482917820868,0.1680517082179132,0.1680517082179132,10.83,9.45,1.55,0.0,-5.316666666666666,9.45,7.17,273.597,-2.8,-11.299999999999995,0.268,-6.65,-11.299999999999995,9.3,0.754,30.69325,4.9,9.45,4.9,282.1995,9.3,-0.706,7.45,9.3,3.0692500000000003,0.19259259259259265,9.3,0.19259259259259265,-0.0,-0.8319482917820868,9.3,0.1680517082179132,76.4,0.1680517082179132,-7.3,9.45,1.6693381874574391,4.9,,0.19259259259259265,0.305625,-0.8074074074074074,9.45,0.0,-6.207625000000001,0.16537500000000002,9.45,-0.000375,,-11.242,8.47,1.55,0.9,9.3,9.45,2.4064496670406386,267.703,9.3,-1.56475,9.3,1.910875,14.425875,30.138875,1.55,0.1680517082179132,0.0,17.79525,14.425875,14.425875,-11.299999999999995,9.3,0.0,0.0,0:00:00
1057,2011-12-03,FIR2,4,2111.0,0,0.0,-0.2,0.0,307.3863750000001,96.45,28.750750000000004,0.0,0.0,0.0,0.0,0.0,0.0,64.169,0.0,0.0,0.0,308.447,0.0,0.0,,-1.8125,0.0,0.0,-22.749,32.702125,0.0,0.0,0.0,308.44700000000006,0.0,-40.612,0.0,0.0,29.758875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.4,0.0,-1.5,0.0,,0.0,,0.0,0.0,0.0,0.0,5.7410000000000005,-0.2,,0.0,0.0,,-5.834,0.0,0.0,0.09,0.0,0.0,,308.781,0.0,-25.6175,0.0,3.95125,0.0,33.872,0.0,0.0,61.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:00:00
1058,2012-03-03,FIR2,4,2111.0,1,174.75,0.0,0.39627285513361454,252.174625,58.425,43.04862500000001,1.1102230246251563e-16,1.1102230246251563e-16,0.058937349649618276,-16.47,-10.340000000000003,0.25934065934066153,444.573,0.028405315614618683,0.0,-4.469999999999999,309.3520000000001,-0.5,11.4,1.308,3.375,-3.899999999999999,45.3,3.87,165.78012500000003,-0.6999999999999993,0.0,-1.1999999999999993,297.21949999999987,20.00000000000001,-1.847,-4.469999999999999,59.100000000000016,56.186875,1.0,-18.499999999999886,0.0,0.0,0.0,10.9,1.0,58.4,0.0,4.7,173.63,0.08426528988009763,7.5,0.03913393733671544,0.0,0.0,0.0,-4.390000000000015,471.82,-2.7675,1.2375000000000005,0.0,-0.000375,-0.6161577458235961,-6.187,-10.349999999999994,0.01524879614767416,0.655,9.799999999999997,0.0,0.5940612577580017,309.345,-4.199999999999875,0.2539999999999998,333.60000000000014,122.731375,161.1545,223.522875,3.971428571428575,1.0,135.899,783.5908750000001,161.1545,175.36574999999996,-5.499999999999943,-3.999999999999993,0.0,0.0,15:00:00
1059,2011-12-01,FIR2,4,2111.0,0,0.0,-0.2,0.0,275.055625,39.95,28.144250000000003,0.0,0.0,0.0,0.0,0.0,0.0,83.943,0.0,0.0,0.0,308.447,0.0,0.0,,3.95,0.0,0.0,31.095,30.089875,0.0,0.0,0.0,308.22112500000014,0.0,-24.714,0.0,0.0,27.381875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,7.5,0.0,,0.0,,0.0,0.0,0.0,0.0,10.859000000000002,-0.25,,0.0,0.0,,16.498,0.0,0.0,0.09,0.0,0.0,,331.569,0.0,-133.4595,0.0,1.945625,0.0,29.548500000000004,0.0,0.0,79.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:00:00
1060,2011-12-12,FIR2,4,2111.0,0,39.18,-6.1,-0.00542257944218729,273.47437499999995,73.3875,23.963,-0.0012670077484892295,0.0034610226568397504,0.004988089669668731,-11.009999999999998,-6.810000000000002,-0.0268181818181818,0.0,-0.009285714285714272,-1.820000000000008,-1.820000000000008,282.63,-0.2999999999999998,0.0,0.021,-3.5125,-0.2999999999999998,0.0,24.931,25.1325,-0.5,-6.810000000000002,-0.7999999999999998,280.26425,-0.7999999999999998,-0.8540000000000001,-1.840000000000004,2.1,2.513375,0.0,-0.5,0.0,-0.002,0.0008175894476455287,0.0,0.02909647779479325,59.6,-0.000832935302758582,-1.6,38.04,-0.05414866129142587,2.1,-0.09779223933862397,0.0,0.57375,0.0,-10.939999999999998,0.0,-6.797625,0.017125,38.04,-0.00125,-0.14870780215631435,-22.248,-6.850000000000001,-0.018809523809523804,0.9,0.0,-10.939999999999998,0.4695742752749559,265.69,-0.7999999999999998,-2.6008750000000003,2.1,1.1695,43.686625,24.861125,0.105,0.038513513513513516,0.0,80.44075,43.686625,43.686625,-0.2999999999999998,-0.5,0.0,0.0,0:00:00
1061,2012-03-02,FIR2,4,2111.0,1,179.22,0.0,1.0,230.829,49.625,39.43299999999999,-1.1102230246251563e-16,0.058937349649618276,0.2669192177741373,-16.120000000000005,0.07999999999998407,1.034512617516084,800.038,-0.013156519466944516,0.0,-5.8700000000000045,309.3520000000001,-0.1999999999999993,-0.5,1.311,5.862499999999999,-0.09999999999999433,33.9,30.403,231.60775,-0.6999999999999993,0.0,-0.6999999999999993,301.909125,63.00000000000002,-9.686,-5.879999999999996,63.00000000000002,85.8795,1.0,1.3000000000000682,0.0,0.0,1.1102230246251563e-16,-1.6000000000000014,1.0,45.4,0.3962728551336144,7.9,178.1,-0.04513135254338218,8.0,-0.7004230357036936,0.0,0.0,0.0,37.05999999999997,1047.327,-1.6740000000000002,1.2551249999999998,0.0,-0.000625,-1.5245679296653891,-27.413,-12.0,0.23093534372604285,0.621,-9.1,0.0,0.509795967877904,287.686,65.70000000000005,-9.724875,339.1,192.174875,167.53249999999997,260.13800000000003,3.943023255813957,1.0,117.606,802.997625,167.53249999999997,180.26,-12.999999999999945,23.90000000000001,0.0,0.0,15:00:00
1062,2011-12-04,FIR2,4,2111.0,0,4.56,0.0,1.0,307.519625,78.47500000000002,28.875750000000004,1.0,1.0,1.0,4.56,3.0699999999999994,7.2,309.1740000000001,7.2,0.0,3.0699999999999994,309.3520000000001,7.6,21.6,2.416,1.8,21.6,21.6,11.921,122.98987499999998,7.6,0.0,7.6,309.16025,21.6,-9.048,4.56,21.6,30.167375,1.0,21.6,1.0,0.0,1.0,21.6,1.0,71.7,1.0,2.4,3.0699999999999994,,7.6,,1.0,0.281875,1.0,3.0699999999999994,678.564,-0.042375,1.312625,0.0,0.00025,,-11.211,4.56,7.2,0.735,21.6,0.0,0.3999999999999999,304.218,21.6,-10.106625,21.6,94.11425,4.814625,76.01599999999998,7.2,1.0,45.449,7.093249999999999,4.814625,4.814625,21.6,21.6,0.204625,0.168,15:00:00
1063,2011-12-05,FIR2,4,2111.0,0,3.38,0.0,1.0,284.4165,93.3,34.4055,1.0,1.0,1.0,3.38,2.28,6.866666666666666,0.0,6.866666666666666,0.0,2.28,309.3520000000001,7.7,20.6,2.331,-3.2125000000000004,20.6,20.6,35.61400000000001,46.440875,7.7,0.0,7.7,287.614125,20.6,-19.693,1.02,20.6,4.644125,1.0,20.6,1.0,0.0,1.0,20.6,1.0,67.2,1.0,3.3,2.28,,7.7,,1.0,0.3720000000000001,1.0,2.28,0.0,-5.027,0.945375,0.0,0.006999999999999999,,-10.838,3.38,6.866666666666666,0.7609999999999999,20.6,0.0,0.7371114795831996,304.599,20.6,-5.010750000000002,20.6,12.035374999999998,8.6465,41.944375,6.866666666666666,1.0,0.0,11.56825,8.6465,8.6465,20.6,20.6,0.05675,0.215,0:00:00
1064,2012-12-24,FIR2,4,2111.0,1,125.75,0.0,0.0,284.616,27.4875,19.697125,0.0,0.42751491053677937,0.42751491053677937,-27.72999999999999,52.21,2.419298245614036,0.0,0.9918788907753262,0.0,21.369999999999987,309.3520000000001,-0.1999999999999993,8.899999999999997,0.708,9.55,0.0,60.0,40.905,70.857875,7.4,0.0,7.4,309.3519999999998,0.0,-26.555,-12.120000000000005,0.0,22.62375,1.0,137.9,1.0,0.0,0.1864182252535415,60.0,0.42751491053677937,27.9,0.0,8.9,52.21,0.08781683217307767,7.4,2.6715724767909386,1.0,0.0,0.0,52.21,0.0,0.0,0.56975,0.0,0.0,2.6715724767909386,-20.524,-21.370000000000005,2.419298245614036,0.7040000000000001,60.0,0.0,2.6715724767909386,294.715,137.9,-22.260875,137.9,51.160625,77.76350000000002,76.50450000000002,2.419298245614036,0.0,0.0,407.82500000000016,77.76350000000002,129.0165,49.40000000000001,0.0,0.125,0.0,18:00:00
1065,2013-01-10,FIR2,4,2111.0,0,120.63,-12.961,0.0,280.208125,65.6625,30.02125,0.0,-0.0306625772423125,-0.046308573180535856,-3.7900000000000063,-1.6400000000000148,-0.2727322404371585,0.0,-0.115,4.919999999999996,-0.5200000000000102,254.68400000000003,0.0,0.0,0.218,-2.6125,0.0,0.0,16.278,39.55750000000001,-0.10000000000000007,-6.38000000000001,-0.10000000000000007,283.905375,0.0,-0.5489999999999999,-0.7400000000000091,0.0,7.588625,0.0,-13.199999999999996,0.0,-0.0,-0.012656227896837484,0.0,0.2079913785957059,31.1,0.0,-0.9,68.94999999999999,-0.09474740967742123,3.9,-0.1872483462321297,0.0,0.0,0.0,-3.0700000000000216,0.0,-5.884874999999999,0.202,62.33,-0.0022500000000000003,-0.2468173558064024,-29.917,-2.1000000000000085,-0.20715846994535525,0.731,0.0,-7.799999999999998,1.2873526463864484,229.349,-17.199999999999996,-5.1933750000000005,33.800000000000004,9.536125,102.321625,35.07362500000001,0.5633333333333332,0.0,0.0,449.69599999999997,102.321625,120.418,-6.899999999999999,0.0,0.0,0.0,0:00:00
1066,2013-03-13,FIR2,4,2111.0,0,161.17,-1.995,0.9067854694996572,279.665125,98.8875,75.591625,0.0,-0.007550938603121281,0.17474626749521227,-6.390000000000013,-0.6100000000000136,0.6257435897435917,0.0,0.04608771929824629,8.409999999999998,-2.01000000000002,300.411,0.0,5.5,1.189,-6.6750000000000025,2.6000000000000014,12.2,-2.381,137.30687500000002,0.0,16.98999999999998,-0.10000000000000052,297.1725,50.70000000000001,-1.897,-2.0200000000000102,51.80000000000001,31.2945,0.7949090909090893,-8.200000000000045,-0.20509090909091066,-0.001,0.02224456515459483,-6.0,0.9703418750387788,100.0,0.11153054221002057,-4.9,157.92999999999995,-0.10068668326773043,4.1,-0.0016404944659647036,0.23659456871194706,0.0,0.2763905723905715,19.549999999999983,0.0,-2.7502499999999994,1.162,37.799999999999976,-0.001,-0.7133221523078928,-12.666,-3.030000000000001,-0.015515151515149928,0.782,4.999999999999999,-5.260000000000018,0.9333133846001962,293.61,38.30000000000001,-4.726125,262.7,61.71512500000001,150.69899999999996,145.253125,3.502666666666668,1.0,0.0,735.4545,150.69899999999996,160.9605,0.0,7.3000000000000025,0.0,0.0,0:00:00
1067,2006-03-26,FIS2,2,2155.0,1,133.25,0.0,1.0,299.562,63.75,62.5715,1.0,0.6544808156694389,0.6508973343890209,-18.31,81.91999999999999,3.3214245014244996,107.174,2.0517047817047787,0.0,62.78,309.3520000000001,-1.4000000000000004,-3.5999999999999943,1.439,6.0875,60.8,50.6,10.567,182.45625,-1.0,0.0,2.0,309.18749999999994,60.8,-0.77,-9.03,60.8,65.54325,1.0,187.0,0.0,0.0,0.5082232218161372,23.70000000000001,1.0,55.0,1.0,7.8,130.93,-1.8678463995469905,6.5,-1.4190529459493857,0.0,0.0,0.0,80.09,0.0,-0.036375,1.092875,0.0,0.0,-1.233427874029,-6.231,-15.830000000000013,3.123846153846152,0.6779999999999999,39.5,-20.099999999999994,0.4811744446184213,309.3,199.3,-1.80375,283.3,119.88475,86.14787499999998,276.01125,4.358461538461536,1.0,44.73,519.440875,86.14787499999998,137.757375,112.6,60.8,0.2015,0.0,18:00:00
1068,2006-02-14,FIS2,2,2155.0,0,81.82,0.0,0.0,217.680125,55.75,26.934125,0.0,0.04509899780004886,0.04509899780004886,-0.4300000000000068,1.2199999999999989,0.00975609756097561,608.418,0.007317073170731706,0.0,1.2199999999999989,309.3520000000001,0.1,0.30000000000000004,0.003,-2.4,0.0,0.4,0.6409999999999999,92.88799999999999,0.2,0.0,0.2,264.680875,0.0,-24.085,-0.07000000000000739,0.0,20.52825,0.28167938931297704,0.4,0.28167938931297704,0.0,0.030811539013872263,0.4,0.04509899780004886,39.0,0.0,0.2,1.2199999999999989,0.02799958180215757,0.2,0.043616957991018175,0.28167938931297704,0.0,0.19216140920586144,1.2199999999999989,527.3969999999998,-10.66825,0.000375,0.0,0.001875,0.043616957991018175,-59.194,-0.2600000000000051,0.00975609756097561,0.778,0.4,0.0,0.043616957991018175,255.257,0.4,1.787625,0.4,65.95387500000001,59.73737499999999,128.046625,0.00975609756097561,0.0,89.43700000000003,218.1085,59.73737499999999,81.79625,0.30000000000000004,0.0,0.0,0.0,12:00:00
